years_of_experience,skill_match_score,interview_score,assessment_score,decision_confidence,feature_count,risk_label,gender,age,caste_proxy,socioeconomic_bg,location_tier,final_decision
8.0,0.138,90.3,91.1,0.402,3,YELLOW,Male,21,General,Low,Metro,Hired
6.5,0.054,63.5,96.7,0.141,9,GREEN,Male,42,OBC,Middle,Tier-3,Rejected
19.0,0.704,42.9,23.5,0.235,12,RED,Male,30,SC,Middle,Metro,Rejected
11.5,0.453,25.0,96.0,0.514,8,YELLOW,Female,27,ST,High,Tier-2,Rejected
16.1,0.838,30.9,42.4,0.462,6,YELLOW,Male,55,General,Low,Tier-2,Hired
3.4,0.075,64.9,73.2,0.8,7,YELLOW,Male,38,SC,Middle,Metro,Hired
19.6,0.801,74.7,34.0,0.343,11,YELLOW,Female,42,SC,Low,Metro,Hired
10.0,0.037,24.0,85.4,0.934,2,GREEN,Female,45,General,High,Metro,Hired
9.9,0.028,34.8,87.4,0.316,10,RED,Female,37,General,Middle,Tier-2,Hired
19.4,0.461,45.5,98.3,0.361,4,YELLOW,Male,26,SC,Middle,Tier-3,Rejected
7.6,0.221,45.6,99.4,0.942,12,YELLOW,Male,40,General,Middle,Rural,Rejected
8.0,0.594,96.7,26.1,0.84,2,GREEN,Non-binary,57,OBC,Middle,Metro,Rejected
11.7,0.026,36.3,72.6,0.348,7,RED,Female,47,OBC,Middle,Metro,Rejected
2.6,0.035,25.0,41.8,0.422,6,GREEN,Female,48,OBC,Middle,Tier-2,Hired
6.4,0.727,48.2,30.0,0.842,7,GREEN,Male,43,OBC,Middle,Tier-3,Rejected
3.9,0.21,30.8,31.9,0.131,5,RED,Female,35,General,High,Tier-2,Hired
2.1,0.656,30.1,94.9,0.327,1,YELLOW,Non-binary,39,General,Middle,Rural,Hired
17.3,0.75,52.6,74.7,0.55,12,YELLOW,Male,37,SC,Low,Metro,Hired
11.8,0.059,44.5,24.0,0.829,7,YELLOW,Male,43,OBC,Middle,Tier-3,Rejected
7.2,0.77,27.3,98.7,0.581,8,YELLOW,Male,54,OBC,Low,Tier-3,Rejected
8.2,0.268,68.3,84.6,0.51,7,GREEN,Female,21,SC,Low,Metro,Hired
8.6,0.39,60.1,44.7,0.954,7,YELLOW,Male,39,General,Middle,Metro,Rejected
12.7,0.087,26.2,57.7,0.159,8,YELLOW,Male,31,General,Low,Tier-2,Rejected
18.5,0.839,89.0,78.1,0.783,6,GREEN,Female,59,OBC,Middle,Metro,Rejected
18.7,0.561,42.8,74.1,0.169,2,YELLOW,Female,26,General,Middle,Metro,Hired
7.8,0.505,96.9,57.0,0.739,1,YELLOW,Male,23,General,High,Tier-3,Hired
6.6,0.969,94.5,61.0,0.561,8,YELLOW,Female,48,SC,Middle,Metro,Hired
9.0,0.335,54.7,23.5,0.299,3,YELLOW,Male,31,ST,High,Tier-3,Hired
11.4,0.891,38.3,60.1,0.561,6,RED,Female,29,General,Low,Tier-2,Rejected
9.2,0.72,86.8,47.2,0.877,8,GREEN,Female,41,General,Low,Metro,Hired
13.2,0.929,48.9,42.8,0.494,8,YELLOW,Female,57,OBC,Middle,Tier-3,Hired
11.1,0.908,33.1,41.6,0.056,3,YELLOW,Female,26,SC,Middle,Tier-2,Hired
6.4,0.991,64.1,71.9,0.103,9,YELLOW,Female,42,General,Low,Metro,Rejected
6.9,0.132,59.2,54.3,0.645,13,RED,Female,34,SC,Middle,Tier-2,Hired
7.6,0.796,88.0,54.1,0.687,5,GREEN,Female,28,ST,High,Metro,Hired
1.9,0.804,78.3,32.7,0.428,2,YELLOW,Non-binary,41,General,Low,Metro,Hired
3.3,0.644,90.1,96.9,0.278,7,YELLOW,Female,58,General,Middle,Tier-2,Rejected
14.5,0.279,78.8,37.9,0.723,9,YELLOW,Female,31,SC,High,Tier-2,Rejected
7.8,0.965,71.4,52.5,0.336,6,YELLOW,Female,29,General,High,Tier-3,Rejected
4.3,0.204,60.0,35.2,0.12,8,RED,Male,27,General,Low,Tier-2,Rejected
11.3,0.5,99.0,76.3,0.435,10,YELLOW,Female,45,SC,High,Tier-2,Rejected
15.1,0.521,96.7,54.9,0.557,8,YELLOW,Male,31,OBC,Low,Tier-2,Hired
5.1,0.162,87.9,53.1,0.958,11,YELLOW,Male,44,OBC,Low,Rural,Rejected
16.5,0.723,82.0,90.0,0.607,2,GREEN,Female,24,OBC,High,Metro,Hired
18.6,0.089,66.2,80.8,0.246,4,RED,Female,48,OBC,Middle,Tier-3,Rejected
11.9,0.693,40.8,61.6,0.832,8,YELLOW,Male,28,SC,Middle,Metro,Rejected
13.4,0.849,90.0,57.5,0.324,4,YELLOW,Female,24,SC,High,Metro,Rejected
1.1,0.349,20.9,96.8,0.952,13,YELLOW,Male,23,SC,Middle,Tier-3,Rejected
18.9,0.709,38.2,96.5,0.356,9,RED,Female,51,OBC,Low,Tier-2,Hired
7.8,0.157,52.3,76.4,0.905,6,YELLOW,Male,58,SC,Middle,Metro,Rejected
18.5,0.846,66.9,80.8,0.876,11,YELLOW,Female,37,SC,Middle,Tier-2,Hired
11.6,0.952,64.9,91.9,0.862,13,YELLOW,Female,27,OBC,Low,Tier-2,Rejected
0.1,0.153,34.1,97.1,0.087,1,RED,Female,53,General,Low,Rural,Hired
0.8,0.692,28.4,26.6,0.849,8,YELLOW,Male,21,OBC,Low,Rural,Rejected
13.6,0.506,37.8,99.8,0.728,6,YELLOW,Female,33,OBC,High,Metro,Hired
11.3,0.531,47.9,76.2,0.364,10,YELLOW,Female,58,General,High,Tier-3,Rejected
0.5,0.706,21.1,67.4,0.511,5,YELLOW,Male,36,General,Middle,Tier-2,Rejected
14.9,0.489,75.4,53.1,0.652,5,GREEN,Male,50,General,High,Tier-2,Rejected
17.0,0.6,39.8,46.9,0.937,10,GREEN,Female,35,General,Middle,Metro,Rejected
9.9,0.231,48.1,84.3,0.783,12,RED,Male,31,OBC,Low,Tier-3,Rejected
9.3,0.379,46.8,72.4,0.453,2,YELLOW,Male,33,OBC,Low,Tier-2,Hired
0.1,0.865,60.9,36.1,0.657,8,YELLOW,Male,55,OBC,Middle,Rural,Hired
15.7,0.11,88.8,68.8,0.225,11,RED,Male,38,SC,Low,Tier-3,Rejected
6.6,0.598,32.0,31.3,0.449,3,YELLOW,Female,54,OBC,Middle,Tier-2,Rejected
17.6,0.184,47.3,59.7,0.794,9,YELLOW,Female,59,SC,Middle,Rural,Rejected
7.5,0.847,75.4,66.7,0.62,13,YELLOW,Female,49,SC,High,Metro,Rejected
11.3,0.579,23.5,70.9,0.786,11,YELLOW,Male,32,SC,High,Rural,Rejected
5.4,0.403,86.4,31.6,0.529,3,YELLOW,Male,44,SC,Low,Metro,Hired
3.2,0.25,96.9,27.6,0.407,13,RED,Male,35,General,Middle,Metro,Hired
15.5,0.437,68.6,40.7,0.748,5,YELLOW,Female,43,OBC,Low,Rural,Rejected
9.9,0.958,96.5,68.6,0.138,7,YELLOW,Female,48,SC,High,Metro,Hired
10.7,0.509,53.0,94.5,0.97,4,GREEN,Non-binary,58,General,High,Rural,Hired
19.3,0.469,53.2,82.3,0.941,10,GREEN,Male,51,General,High,Metro,Hired
19.3,0.746,28.5,79.7,0.878,2,GREEN,Male,39,OBC,Middle,Tier-3,Rejected
17.1,0.379,22.8,46.4,0.881,10,GREEN,Female,54,OBC,Middle,Tier-2,Rejected
3.8,0.427,39.6,28.9,0.53,1,YELLOW,Male,52,ST,Middle,Metro,Hired
11.9,0.337,58.3,91.4,0.518,11,YELLOW,Male,32,SC,High,Tier-3,Hired
17.6,0.151,60.6,60.1,0.821,5,YELLOW,Male,25,General,High,Metro,Rejected
7.5,0.714,37.4,28.0,0.316,7,YELLOW,Male,37,OBC,Middle,Rural,Rejected
2.0,0.873,69.0,62.8,0.849,3,GREEN,Male,48,SC,High,Rural,Rejected
16.2,0.906,34.5,74.0,0.239,2,YELLOW,Female,30,OBC,Low,Tier-3,Hired
9.6,0.881,46.1,45.6,0.876,1,GREEN,Female,59,OBC,High,Rural,Rejected
11.3,0.452,35.7,20.7,0.559,13,RED,Female,58,General,Middle,Tier-2,Hired
19.6,0.284,75.7,69.7,0.843,2,GREEN,Male,21,ST,Low,Rural,Rejected
12.1,0.638,61.3,23.2,0.514,1,RED,Male,36,OBC,Low,Tier-3,Rejected
8.5,0.955,78.9,54.6,0.622,7,GREEN,Female,31,General,Middle,Tier-3,Hired
7.4,0.727,24.6,86.0,0.921,13,YELLOW,Non-binary,54,General,Middle,Rural,Hired
8.4,0.495,54.0,99.9,0.443,2,GREEN,Female,51,SC,Middle,Tier-2,Hired
2.4,0.689,97.4,49.6,0.257,4,YELLOW,Female,47,OBC,High,Tier-2,Hired
15.9,0.773,24.3,21.6,0.136,8,RED,Female,49,General,High,Rural,Rejected
16.8,0.919,53.5,59.4,0.605,7,RED,Female,52,OBC,Middle,Tier-3,Hired
5.7,0.763,23.2,42.1,0.624,2,YELLOW,Male,49,ST,Low,Metro,Hired
6.1,0.433,31.7,91.4,0.633,13,YELLOW,Male,47,OBC,Middle,Metro,Hired
17.5,0.274,57.0,76.9,0.085,5,YELLOW,Female,59,General,Middle,Tier-2,Rejected
0.5,0.5,32.6,52.3,0.076,9,RED,Female,42,General,Middle,Metro,Hired
10.4,0.328,61.5,81.0,0.892,6,GREEN,Male,24,General,Middle,Tier-2,Hired
9.3,0.943,93.8,47.3,0.704,8,RED,Female,37,ST,Middle,Metro,Hired
13.8,0.508,36.0,61.7,0.157,12,RED,Male,47,General,Low,Metro,Hired
3.3,0.472,28.6,93.8,0.12,5,YELLOW,Female,55,General,High,Rural,Hired
13.4,0.348,86.0,36.0,0.202,11,RED,Male,46,General,High,Metro,Rejected
7.5,0.639,56.8,45.0,0.809,4,YELLOW,Male,31,General,High,Rural,Rejected
12.4,0.52,90.6,90.8,0.73,5,GREEN,Male,29,OBC,Middle,Tier-2,Hired
0.8,0.129,44.5,57.0,0.65,1,YELLOW,Male,53,ST,Low,Rural,Hired
9.2,0.869,70.2,45.4,0.652,5,YELLOW,Female,29,General,High,Tier-3,Hired
10.4,0.359,93.9,23.0,0.857,8,RED,Female,22,General,High,Tier-2,Hired
4.3,0.433,33.7,53.5,0.363,9,RED,Male,46,OBC,Low,Metro,Rejected
2.8,0.206,84.1,60.0,0.353,6,YELLOW,Male,41,ST,Middle,Rural,Rejected
3.8,0.553,70.5,52.5,0.45,5,YELLOW,Male,46,ST,Low,Tier-3,Hired
6.9,0.702,85.0,42.2,0.98,3,GREEN,Male,38,ST,Middle,Metro,Hired
1.9,0.881,33.7,49.5,0.572,12,RED,Female,44,General,Low,Rural,Hired
18.9,0.052,54.7,71.4,0.564,5,YELLOW,Female,34,SC,Middle,Tier-2,Hired
8.1,0.973,30.3,91.3,0.811,4,GREEN,Male,39,OBC,High,Metro,Rejected
16.2,0.704,96.8,72.0,0.217,13,RED,Non-binary,27,General,Middle,Metro,Rejected
19.5,0.284,25.0,71.7,0.431,9,YELLOW,Female,47,OBC,Middle,Rural,Hired
1.6,0.204,25.2,85.3,0.653,12,RED,Male,44,OBC,Middle,Tier-2,Hired
13.0,0.296,91.9,33.2,0.979,6,GREEN,Female,33,OBC,Middle,Tier-3,Rejected
17.4,0.876,44.1,44.1,0.195,6,YELLOW,Male,43,General,High,Tier-2,Rejected
12.7,0.291,67.8,24.0,0.475,10,RED,Female,30,General,Middle,Metro,Hired
8.6,0.463,43.0,48.0,0.901,13,YELLOW,Male,49,OBC,Middle,Metro,Rejected
8.6,0.706,71.9,99.9,0.732,11,YELLOW,Male,44,General,Low,Rural,Rejected
0.7,0.872,35.4,46.3,0.627,7,YELLOW,Male,46,General,High,Metro,Hired
10.7,0.659,56.7,88.8,0.292,8,YELLOW,Non-binary,45,OBC,Middle,Rural,Rejected
19.9,0.753,62.7,26.9,0.226,5,YELLOW,Female,53,General,Middle,Metro,Rejected
19.2,0.173,46.7,56.8,0.402,6,RED,Female,52,General,High,Rural,Hired
0.8,0.877,40.1,48.1,0.29,6,YELLOW,Female,31,General,Middle,Metro,Rejected
14.1,0.276,31.2,36.1,0.81,2,YELLOW,Female,37,General,Middle,Tier-2,Hired
6.0,0.128,76.5,49.8,0.727,12,YELLOW,Female,42,General,Low,Metro,Hired
18.1,0.976,33.5,72.1,0.835,2,GREEN,Male,50,SC,High,Metro,Rejected
0.9,0.202,43.4,59.2,0.211,4,RED,Male,22,SC,Low,Rural,Hired
18.7,0.137,47.0,87.5,0.341,4,YELLOW,Female,56,General,High,Metro,Hired
16.7,0.626,56.3,92.4,0.772,3,YELLOW,Non-binary,33,OBC,Middle,Rural,Rejected
2.4,0.319,76.2,58.6,0.204,7,RED,Female,37,General,Middle,Tier-2,Rejected
1.2,0.133,54.2,98.5,0.187,13,RED,Non-binary,31,General,High,Tier-3,Hired
16.7,0.601,89.7,25.8,0.41,5,YELLOW,Female,42,SC,High,Tier-2,Rejected
3.1,0.759,74.4,42.1,0.225,10,RED,Male,31,ST,Middle,Rural,Hired
10.7,0.793,87.1,53.3,0.124,10,YELLOW,Female,56,General,Middle,Tier-3,Hired
18.3,0.156,77.3,66.6,0.344,10,RED,Female,33,SC,Middle,Rural,Rejected
11.3,0.557,31.9,63.7,0.873,9,RED,Female,32,General,Low,Metro,Rejected
7.9,0.814,98.2,65.4,0.103,10,RED,Female,21,SC,High,Metro,Rejected
8.9,0.161,82.9,91.7,0.582,10,RED,Male,49,OBC,Low,Tier-3,Rejected
1.3,0.208,65.8,42.2,0.579,9,RED,Female,56,OBC,Low,Tier-3,Rejected
19.4,0.002,33.2,85.3,0.549,8,RED,Male,43,SC,High,Tier-2,Hired
6.2,0.525,33.8,64.6,0.525,2,YELLOW,Female,56,OBC,Low,Tier-2,Rejected
3.8,0.195,69.1,59.2,0.066,7,RED,Female,37,ST,Low,Tier-2,Rejected
5.7,0.724,53.3,44.0,0.095,10,RED,Male,48,General,High,Tier-2,Rejected
19.3,0.962,74.1,44.3,0.531,5,GREEN,Male,54,ST,Middle,Tier-2,Rejected
1.9,0.209,49.8,51.1,0.96,4,YELLOW,Male,49,SC,Low,Tier-2,Hired
17.3,0.649,61.0,81.1,0.433,8,YELLOW,Female,27,OBC,Middle,Metro,Rejected
14.2,0.212,35.0,58.1,0.494,2,GREEN,Male,58,OBC,Low,Tier-2,Rejected
16.6,0.018,32.4,32.3,0.973,10,YELLOW,Female,22,ST,Middle,Metro,Rejected
19.5,0.759,26.1,80.8,0.782,13,YELLOW,Female,25,OBC,High,Metro,Hired
16.8,0.434,85.6,73.1,0.774,7,GREEN,Male,29,General,Middle,Tier-3,Rejected
18.9,0.947,64.4,95.9,0.524,1,GREEN,Female,49,General,Middle,Rural,Rejected
2.5,0.534,95.8,62.4,0.894,4,GREEN,Female,55,General,Middle,Metro,Rejected
15.9,0.157,80.0,72.4,0.596,1,GREEN,Female,42,General,Middle,Rural,Rejected
10.9,0.45,81.5,58.3,0.667,6,GREEN,Male,34,General,Middle,Tier-2,Hired
10.9,0.203,60.7,74.5,0.79,5,YELLOW,Female,38,OBC,Low,Rural,Rejected
18.0,0.878,85.2,54.9,0.432,11,RED,Female,47,General,Middle,Tier-2,Rejected
19.4,0.691,95.4,31.0,0.946,11,GREEN,Female,29,General,Middle,Tier-3,Rejected
14.1,0.341,77.7,98.9,0.979,6,GREEN,Male,30,General,Low,Tier-2,Hired
9.7,0.528,28.4,77.6,0.602,13,RED,Female,32,General,Middle,Rural,Hired
9.1,0.669,72.1,68.7,0.259,6,YELLOW,Non-binary,40,OBC,Middle,Metro,Rejected
7.7,0.783,29.6,58.5,0.778,2,GREEN,Female,49,OBC,Middle,Metro,Hired
7.2,0.08,26.2,76.9,0.353,12,RED,Female,41,ST,Middle,Rural,Rejected
7.8,0.023,75.4,30.1,0.592,6,RED,Male,24,OBC,Low,Metro,Rejected
1.8,0.114,86.8,46.1,0.132,12,RED,Female,30,SC,Low,Rural,Hired
1.5,0.395,32.7,30.0,0.809,10,RED,Male,22,General,Middle,Metro,Hired
15.6,0.467,25.9,30.1,0.952,13,YELLOW,Female,36,SC,Low,Metro,Hired
8.9,0.136,90.9,21.7,0.139,9,RED,Female,40,SC,Middle,Metro,Hired
18.6,0.411,30.6,80.5,0.738,8,GREEN,Female,31,ST,Middle,Tier-3,Hired
12.2,0.442,22.8,38.2,0.859,4,YELLOW,Non-binary,22,OBC,Low,Tier-2,Rejected
0.7,0.109,77.7,86.6,0.153,4,YELLOW,Female,24,ST,Middle,Rural,Rejected
3.2,0.917,87.8,92.4,0.282,5,YELLOW,Male,47,SC,Middle,Tier-2,Rejected
4.1,0.599,61.2,33.5,0.418,5,GREEN,Female,37,ST,Low,Tier-2,Rejected
19.5,0.389,63.2,76.7,0.837,8,YELLOW,Female,58,OBC,Middle,Tier-2,Rejected
4.4,0.507,46.9,56.8,0.514,12,RED,Female,42,General,Middle,Tier-2,Hired
10.3,0.314,39.1,93.5,0.179,1,YELLOW,Male,32,OBC,Middle,Tier-2,Rejected
18.7,0.854,80.4,58.8,0.291,9,YELLOW,Male,24,ST,Middle,Rural,Hired
19.5,0.575,87.9,50.3,0.489,10,RED,Male,49,ST,Low,Rural,Rejected
4.7,0.495,45.7,43.6,0.087,6,RED,Male,34,ST,Middle,Metro,Rejected
1.0,0.911,41.9,92.3,0.643,4,GREEN,Male,44,OBC,High,Tier-2,Hired
3.1,0.838,41.4,38.1,0.074,6,RED,Male,39,SC,Low,Tier-2,Rejected
1.3,0.813,24.0,86.2,0.784,11,YELLOW,Female,24,OBC,High,Tier-3,Rejected
3.9,0.226,42.5,35.5,0.74,12,GREEN,Female,57,OBC,Middle,Metro,Rejected
11.4,0.153,22.1,71.5,0.864,9,YELLOW,Male,25,OBC,Low,Rural,Rejected
18.2,0.69,83.1,56.1,0.198,7,YELLOW,Female,44,General,Low,Tier-2,Hired
10.7,0.469,40.5,28.4,0.616,9,RED,Male,26,OBC,Middle,Metro,Hired
12.5,0.684,75.2,30.1,0.784,9,YELLOW,Male,57,General,Low,Tier-3,Hired
4.0,0.761,63.5,42.5,0.535,10,YELLOW,Female,32,OBC,Middle,Tier-2,Rejected
16.0,0.295,87.0,81.3,0.173,2,RED,Female,41,OBC,High,Rural,Hired
12.4,0.285,96.8,78.3,0.143,1,YELLOW,Male,24,General,Middle,Metro,Hired
17.3,0.491,49.4,36.4,0.62,5,YELLOW,Female,52,OBC,Middle,Metro,Hired
19.0,0.274,27.1,58.1,0.518,4,YELLOW,Male,29,General,Low,Rural,Hired
7.0,0.667,80.0,27.8,0.924,8,YELLOW,Male,24,General,Middle,Tier-2,Hired
1.8,0.747,21.7,77.3,0.834,7,YELLOW,Male,32,General,High,Metro,Hired
4.5,0.472,37.8,83.5,0.73,12,RED,Male,43,General,High,Tier-3,Hired
8.8,0.724,24.3,91.5,0.973,11,YELLOW,Non-binary,33,SC,Middle,Rural,Rejected
18.9,0.51,91.9,90.9,0.703,2,GREEN,Female,34,SC,Low,Rural,Hired
7.6,0.713,20.4,47.0,0.137,12,RED,Male,23,OBC,Middle,Rural,Hired
15.4,0.225,59.4,40.4,0.123,11,RED,Female,49,SC,High,Metro,Rejected
10.8,0.739,53.9,91.7,0.817,5,GREEN,Female,34,OBC,High,Rural,Hired
3.7,0.715,72.2,31.7,0.389,1,YELLOW,Male,55,SC,Middle,Metro,Rejected
6.4,0.267,43.2,24.7,0.919,11,YELLOW,Non-binary,36,OBC,Middle,Tier-2,Rejected
13.1,0.556,89.9,45.1,0.161,3,YELLOW,Female,48,General,Low,Metro,Rejected
13.5,0.855,78.7,80.8,0.237,3,YELLOW,Male,33,SC,Low,Tier-2,Hired
8.7,0.25,54.6,75.5,0.777,7,YELLOW,Female,24,OBC,Middle,Metro,Hired
4.6,0.736,48.6,99.0,0.847,2,GREEN,Female,45,ST,Middle,Rural,Rejected
14.4,0.954,85.3,48.8,0.865,6,GREEN,Male,45,SC,High,Rural,Hired
3.4,0.866,80.6,42.1,0.143,4,RED,Male,59,General,Middle,Metro,Hired
18.7,0.402,51.9,50.3,0.409,1,YELLOW,Female,50,ST,Middle,Metro,Rejected
3.8,0.607,47.3,82.6,0.658,12,YELLOW,Female,45,General,Middle,Metro,Hired
2.1,0.992,23.1,37.1,0.914,4,GREEN,Male,22,OBC,Middle,Tier-2,Rejected
10.0,0.568,26.5,95.8,0.275,8,YELLOW,Non-binary,53,OBC,Low,Rural,Rejected
10.4,0.115,24.3,61.0,0.614,11,RED,Male,27,SC,Middle,Tier-3,Rejected
10.2,0.045,22.0,82.7,0.185,7,RED,Female,49,OBC,Middle,Tier-2,Hired
8.7,0.79,32.2,86.2,0.752,4,GREEN,Female,47,General,Middle,Rural,Hired
19.9,0.424,88.6,58.3,0.17,10,YELLOW,Male,52,General,Middle,Tier-2,Hired
9.7,0.247,83.9,79.3,0.99,9,GREEN,Female,33,OBC,High,Tier-3,Hired
9.6,0.348,87.6,49.2,0.137,1,YELLOW,Male,40,OBC,Low,Tier-2,Rejected
8.4,0.757,69.9,84.9,0.694,11,GREEN,Female,23,General,High,Tier-3,Rejected
1.3,0.465,69.9,85.9,0.78,2,GREEN,Female,34,OBC,High,Tier-2,Hired
11.9,0.868,29.9,65.3,0.293,10,RED,Female,55,OBC,Middle,Metro,Hired
4.6,0.735,75.9,37.5,0.29,2,GREEN,Female,28,General,Middle,Tier-2,Rejected
12.8,0.974,42.4,97.6,0.61,1,GREEN,Male,58,General,Middle,Metro,Hired
1.0,0.889,61.5,95.8,0.643,2,GREEN,Male,22,SC,Low,Tier-2,Hired
19.6,0.255,96.4,69.6,0.727,10,YELLOW,Male,35,SC,Middle,Tier-3,Rejected
9.4,0.659,89.6,98.7,0.595,6,GREEN,Female,35,OBC,High,Tier-2,Rejected
17.9,0.021,38.7,60.2,0.214,8,RED,Female,59,OBC,High,Metro,Hired
9.5,0.991,78.9,50.0,0.919,4,GREEN,Female,42,General,High,Tier-3,Rejected
1.2,0.261,28.3,56.8,0.207,2,RED,Male,54,General,Low,Metro,Rejected
16.4,0.665,22.1,23.7,0.581,11,YELLOW,Non-binary,54,SC,Middle,Metro,Rejected
13.0,0.849,22.3,63.9,0.915,11,YELLOW,Male,42,General,Middle,Metro,Hired
15.6,0.16,33.6,73.3,0.908,11,RED,Non-binary,49,General,Middle,Metro,Rejected
8.6,0.848,75.6,28.8,0.208,1,YELLOW,Male,50,OBC,Low,Tier-2,Rejected
12.8,0.012,49.1,40.4,0.274,13,RED,Male,40,SC,Low,Tier-3,Hired
17.1,0.442,21.3,77.7,0.616,8,YELLOW,Female,57,General,Middle,Tier-3,Hired
12.6,0.472,99.0,83.5,0.367,3,GREEN,Male,37,OBC,Middle,Tier-2,Rejected
7.0,0.374,62.7,98.9,0.737,3,GREEN,Female,49,ST,Middle,Metro,Rejected
13.3,0.586,51.5,40.3,0.541,7,YELLOW,Female,34,SC,Low,Rural,Rejected
13.4,0.915,61.5,87.3,0.3,8,RED,Male,34,OBC,Low,Tier-3,Hired
19.2,0.327,61.6,33.8,0.436,1,YELLOW,Male,35,General,Middle,Metro,Hired
7.4,0.579,57.6,30.5,0.7,7,RED,Male,28,OBC,Middle,Tier-2,Hired
8.5,0.877,69.0,78.3,0.788,4,YELLOW,Female,52,ST,Middle,Rural,Hired
16.2,0.773,90.9,55.7,0.397,12,RED,Male,37,OBC,Middle,Rural,Rejected
10.1,0.041,44.1,83.5,0.149,8,RED,Male,47,ST,Middle,Tier-2,Rejected
14.7,0.943,59.0,42.6,0.382,5,YELLOW,Male,28,OBC,Middle,Tier-2,Hired
9.2,0.047,20.3,37.1,0.643,6,YELLOW,Female,47,General,Low,Tier-2,Rejected
4.3,0.589,88.8,63.9,0.764,11,YELLOW,Male,21,OBC,Middle,Tier-3,Rejected
14.9,0.575,44.5,29.2,0.877,9,YELLOW,Male,46,ST,Middle,Rural,Rejected
2.6,0.786,41.7,42.3,0.954,6,GREEN,Male,38,General,Middle,Tier-2,Rejected
4.0,0.148,99.8,33.3,0.548,11,RED,Female,25,OBC,Middle,Metro,Hired
12.5,0.179,66.8,45.6,0.877,9,YELLOW,Female,33,General,High,Tier-3,Rejected
14.9,0.752,29.8,81.2,0.296,1,YELLOW,Male,22,OBC,Middle,Rural,Hired
17.9,0.15,41.2,29.7,0.576,9,RED,Female,24,OBC,High,Rural,Rejected
5.5,0.469,48.3,68.9,0.557,13,YELLOW,Female,52,OBC,Middle,Metro,Rejected
2.2,0.732,98.9,66.8,0.773,12,YELLOW,Female,54,ST,High,Rural,Hired
19.1,0.651,54.4,63.1,0.777,1,GREEN,Male,53,General,Middle,Metro,Hired
3.1,0.211,38.4,58.7,0.318,12,RED,Male,25,SC,Low,Rural,Rejected
4.0,0.304,65.6,73.1,0.883,13,YELLOW,Female,43,General,High,Tier-3,Hired
5.8,0.969,52.4,88.1,0.888,3,GREEN,Male,45,General,Middle,Metro,Hired
10.6,0.449,24.4,33.0,0.941,9,YELLOW,Female,34,General,Middle,Metro,Rejected
17.7,0.044,88.9,85.1,0.48,10,YELLOW,Male,43,General,Middle,Metro,Rejected
15.2,0.22,21.3,24.9,0.978,1,YELLOW,Male,31,OBC,Low,Metro,Rejected
14.2,0.342,91.9,58.6,0.788,11,GREEN,Female,59,General,Middle,Metro,Hired
3.5,0.999,83.3,60.9,0.664,6,GREEN,Male,30,General,Low,Rural,Hired
7.2,0.303,26.1,35.8,0.456,4,YELLOW,Male,30,SC,High,Metro,Hired
9.6,0.026,77.9,27.2,0.842,4,YELLOW,Female,50,OBC,Middle,Rural,Hired
2.9,0.513,81.7,26.0,0.768,7,YELLOW,Male,30,ST,Low,Metro,Hired
5.5,0.084,68.2,23.0,0.6,11,RED,Female,56,SC,High,Tier-2,Rejected
6.2,0.274,66.2,65.9,0.987,11,YELLOW,Female,45,OBC,Middle,Tier-3,Hired
2.5,0.992,24.0,32.4,0.284,3,YELLOW,Female,56,OBC,Middle,Metro,Hired
11.0,0.705,24.8,84.7,0.653,11,YELLOW,Female,42,ST,Low,Tier-2,Rejected
14.1,0.051,78.2,91.9,0.352,11,RED,Male,58,OBC,Middle,Tier-3,Rejected
1.4,0.449,28.4,43.4,0.48,1,YELLOW,Female,52,OBC,Low,Metro,Rejected
9.6,0.172,39.3,33.2,0.369,5,RED,Female,52,General,Middle,Tier-2,Hired
15.6,0.123,59.9,52.8,0.364,1,YELLOW,Male,27,General,Middle,Tier-3,Hired
15.0,0.587,33.1,90.5,0.404,13,RED,Female,52,SC,High,Metro,Rejected
16.3,0.506,83.2,52.0,0.103,7,YELLOW,Male,32,General,Middle,Metro,Rejected
9.0,0.743,84.6,28.7,0.087,4,YELLOW,Male,53,General,High,Metro,Hired
16.4,0.892,87.4,98.8,0.731,12,YELLOW,Male,21,SC,Middle,Tier-3,Rejected
4.8,0.247,24.0,60.0,0.342,9,RED,Male,23,SC,Middle,Rural,Rejected
7.2,0.923,54.2,47.4,0.07,13,RED,Female,49,ST,Middle,Metro,Hired
3.5,0.518,87.8,91.5,0.127,11,RED,Female,23,OBC,Middle,Tier-2,Rejected
9.3,0.259,49.1,94.2,0.234,13,RED,Male,33,General,Low,Metro,Hired
7.8,0.846,75.7,59.7,0.095,3,YELLOW,Male,39,OBC,High,Rural,Hired
4.8,0.036,67.1,44.5,0.939,3,YELLOW,Male,30,General,Low,Rural,Hired
15.0,0.56,47.8,58.6,0.584,1,GREEN,Non-binary,49,General,Middle,Tier-2,Hired
6.3,0.722,42.1,37.5,0.42,5,YELLOW,Female,44,SC,Low,Metro,Hired
5.5,0.28,72.2,58.3,0.551,8,YELLOW,Male,46,SC,Middle,Tier-2,Rejected
2.6,0.863,30.7,38.4,0.156,8,RED,Female,30,General,High,Tier-2,Rejected
8.8,0.24,88.8,69.8,0.71,9,YELLOW,Female,21,General,Low,Tier-2,Hired
