years_of_experience,skill_match_score,assessment_score,interview_score,decision_confidence,feature_count,institution_tier,career_gap_months,applicant_surname,emotion_score,home_district,caste_indicator,risk_label
2.9,0.606,79.4,6.4,0.742,8,3,13,Patil,0.947,Mumbai Suburban,OBC,GREEN
1.8,0.719,83.2,7.5,0.733,6,4,0,Gupta,0.68,Mumbai Suburban,ST,GREEN
9.8,0.809,100.0,8.1,0.887,9,4,1,Yadav,0.864,Bengaluru Urban,OBC,GREEN
0.3,0.41,31.4,4.2,0.34,4,3,0,Verma,0.83,Kalahandi,OBC,RED
7.9,0.655,50.5,7.7,0.751,7,3,0,Das,0.755,Gaya,SC,GREEN
0.2,0.639,69.5,6.1,0.589,3,3,0,Meena,0.727,Kalahandi,OBC,YELLOW
7.3,0.301,22.7,3.9,0.321,5,2,0,Deshmukh,0.49,Gaya,OBC,YELLOW
3.5,0.719,79.9,7.1,0.774,3,3,0,Iyer,0.821,Pune,General,GREEN
1.2,0.707,83.0,6.7,0.756,5,3,4,Paswan,0.831,Gaya,OBC,GREEN
2.3,0.835,91.1,6.6,0.793,10,2,5,Khan,0.909,Bengaluru Urban,SC,GREEN
6.2,0.643,79.5,8.8,0.766,6,4,0,Ansari,0.769,Gaya,SC,GREEN
14.6,0.721,58.0,5.3,0.613,7,1,0,Khan,0.578,Mewat,SC,GREEN
0.5,0.326,41.6,2.9,0.337,3,4,0,Menon,0.497,Mewat,OBC,RED
1.3,0.745,66.7,8.5,0.802,6,2,0,Banerjee,0.753,Mumbai Suburban,SC,GREEN
0.7,0.461,62.8,0.0,0.474,6,2,0,Singh,0.49,Hyderabad,General,GREEN
2.9,0.502,59.6,3.6,0.458,4,4,0,Munda,0.831,Bengaluru Urban,ST,GREEN
7.4,0.816,86.6,8.1,0.762,8,4,0,Ansari,0.915,Bastar,General,GREEN
0.6,0.411,35.3,7.0,0.484,6,2,0,Sharma,0.606,Mumbai Suburban,OBC,GREEN
3.5,0.391,41.8,4.1,0.535,6,2,17,Ansari,0.583,Pune,OBC,GREEN
7.2,0.656,69.6,5.8,0.604,7,2,0,Patil,0.534,Bengaluru Urban,SC,GREEN
2.3,0.509,73.4,4.5,0.646,6,3,0,Munda,0.635,Mumbai Suburban,General,GREEN
4.2,0.592,75.0,5.3,0.708,3,3,5,Sharma,0.729,Mewat,OBC,GREEN
9.2,0.429,54.5,4.6,0.45,8,3,34,Iyer,0.745,Gaya,General,RED
1.1,0.675,68.3,6.2,0.688,5,4,5,Sharma,0.837,Mumbai Suburban,OBC,GREEN
0.3,0.592,69.9,5.3,0.688,3,4,0,Khan,0.995,Bengaluru Urban,OBC,GREEN
4.6,0.707,83.2,6.5,0.711,9,4,0,Deshmukh,0.562,Bastar,OBC,GREEN
4.8,0.319,34.0,3.1,0.313,8,3,0,Gupta,0.519,Mewat,ST,RED
2.1,0.523,53.4,5.7,0.513,3,3,0,Ansari,0.423,Hyderabad,OBC,GREEN
1.7,0.684,80.2,5.7,0.635,9,3,0,Iyer,0.647,Pune,OBC,GREEN
3.6,0.3,27.6,2.5,0.243,6,4,0,Meena,0.733,Kalahandi,SC,RED
1.0,0.879,84.3,8.0,0.779,3,1,0,Khan,0.903,Hyderabad,SC,GREEN
1.0,0.698,69.2,7.5,0.715,3,4,0,Singh,0.617,Kalahandi,OBC,GREEN
6.2,0.562,62.9,5.0,0.525,6,3,1,Deshmukh,0.897,Bastar,SC,YELLOW
0.9,0.753,78.0,10.0,0.856,4,3,2,Paswan,0.815,Bengaluru Urban,SC,GREEN
0.4,0.738,81.4,9.6,0.76,3,3,8,Ansari,0.531,Bastar,General,GREEN
1.7,0.65,71.4,8.5,0.755,6,4,0,Sharma,0.813,Pune,General,GREEN
2.2,0.616,57.8,6.5,0.656,4,2,5,Kumar,0.624,Hyderabad,General,GREEN
5.2,0.572,72.7,8.3,0.61,11,3,4,Ansari,0.836,Bastar,OBC,YELLOW
1.9,0.874,95.0,7.5,0.877,3,4,0,Verma,0.569,Kalahandi,OBC,GREEN
10.4,0.0,4.7,0.0,0.077,5,4,26,Das,0.903,Mumbai Suburban,SC,RED
3.8,0.758,67.8,6.4,0.632,11,2,0,Patil,0.702,Pune,OBC,GREEN
1.5,0.343,34.7,3.7,0.437,8,3,0,Banerjee,0.666,Bengaluru Urban,OBC,GREEN
5.0,0.577,67.2,8.6,0.724,8,4,1,Khan,0.718,Hyderabad,SC,GREEN
10.3,0.7,69.2,10.0,0.762,7,4,0,Paswan,0.613,Bastar,General,GREEN
6.1,0.171,9.3,2.1,0.155,7,4,4,Das,0.468,Bengaluru Urban,General,YELLOW
0.5,0.729,76.4,6.1,0.729,9,4,0,Menon,0.377,Pune,OBC,GREEN
2.4,0.791,88.2,8.5,0.845,3,3,0,Meena,0.25,Mumbai Suburban,General,GREEN
4.4,0.921,100.0,8.5,0.951,12,3,0,Patil,0.237,Hyderabad,General,GREEN
5.9,0.604,77.9,8.3,0.692,5,4,0,Gupta,0.571,Bastar,General,GREEN
2.9,0.665,70.0,7.7,0.72,5,4,36,Kumar,0.829,Bastar,ST,YELLOW
2.6,0.757,74.5,7.9,0.693,4,3,0,Khan,0.773,Bengaluru Urban,OBC,GREEN
13.1,0.779,80.4,7.3,0.765,9,4,0,Ansari,0.501,Pune,OBC,GREEN
6.1,0.589,54.5,6.0,0.533,6,3,0,Deshmukh,0.573,Pune,SC,GREEN
5.1,0.729,65.9,6.6,0.646,5,3,1,Munda,0.803,Gaya,ST,GREEN
2.0,0.538,59.8,6.6,0.66,3,3,15,Patil,0.965,Bengaluru Urban,OBC,GREEN
1.0,0.614,64.6,5.1,0.645,7,3,1,Ansari,0.496,Mewat,OBC,GREEN
5.1,0.368,33.5,2.9,0.361,5,4,0,Meena,0.718,Bengaluru Urban,SC,YELLOW
6.7,0.327,46.0,7.8,0.468,14,4,0,Verma,0.724,Bengaluru Urban,OBC,GREEN
3.5,0.197,36.2,2.9,0.267,4,4,0,Khan,0.521,Mumbai Suburban,OBC,YELLOW
6.1,0.435,37.2,6.8,0.556,5,3,0,Banerjee,0.558,Pune,General,GREEN
6.3,0.469,33.8,6.5,0.493,7,2,0,Paswan,0.598,Bengaluru Urban,OBC,GREEN
7.0,0.363,35.9,7.0,0.59,4,4,0,Verma,0.88,Bengaluru Urban,OBC,GREEN
0.5,0.589,54.9,3.5,0.516,7,3,2,Singh,0.453,Kalahandi,General,YELLOW
2.5,0.301,55.8,3.5,0.413,8,3,7,Menon,0.668,Mumbai Suburban,OBC,GREEN
5.4,0.83,82.5,6.1,0.74,7,4,0,Kumar,0.876,Mewat,General,GREEN
3.7,0.388,48.0,1.9,0.359,6,3,0,Verma,0.79,Hyderabad,SC,YELLOW
6.3,0.335,37.7,2.3,0.306,4,3,0,Yadav,0.785,Mewat,SC,RED
5.0,0.515,42.7,5.4,0.529,3,3,0,Yadav,0.911,Gaya,ST,YELLOW
0.1,0.787,81.2,8.2,0.854,3,4,0,Kumar,0.927,Bengaluru Urban,General,GREEN
8.4,0.724,80.2,10.0,0.803,8,4,7,Paswan,0.784,Gaya,OBC,GREEN
2.2,0.868,95.6,9.9,0.871,7,4,3,Meena,0.887,Pune,OBC,GREEN
1.4,0.851,70.7,10.0,0.761,3,2,0,Khan,0.785,Pune,SC,GREEN
8.2,0.752,69.3,7.7,0.764,13,2,0,Patil,0.678,Pune,OBC,GREEN
5.9,0.478,52.9,1.8,0.34,7,3,0,Verma,0.262,Bengaluru Urban,General,RED
9.1,0.706,61.2,6.0,0.532,4,2,0,Singh,0.478,Mewat,OBC,GREEN
4.4,0.718,62.8,5.3,0.645,5,3,0,Munda,0.948,Pune,OBC,GREEN
2.4,0.606,48.3,5.8,0.681,3,2,0,Patil,0.532,Bastar,General,GREEN
4.0,0.533,47.4,7.6,0.589,3,3,16,Kumar,0.723,Mewat,ST,RED
1.1,0.466,65.4,2.8,0.509,3,4,0,Paswan,0.499,Pune,OBC,GREEN
0.7,0.415,38.3,4.9,0.433,6,4,2,Menon,0.709,Bastar,SC,YELLOW
1.8,0.637,66.1,6.3,0.638,11,2,27,Menon,0.501,Kalahandi,SC,GREEN
11.2,0.638,59.1,5.2,0.629,7,4,0,Patil,0.571,Mumbai Suburban,OBC,GREEN
2.0,0.819,84.2,8.9,0.836,12,1,0,Paswan,0.695,Bengaluru Urban,OBC,GREEN
0.4,0.618,73.8,8.2,0.739,9,4,0,Paswan,0.752,Bengaluru Urban,General,GREEN
3.0,0.662,70.1,9.5,0.787,3,3,9,Yadav,0.772,Mumbai Suburban,OBC,GREEN
2.0,0.681,64.2,6.9,0.638,5,3,0,Kumar,0.781,Mumbai Suburban,General,GREEN
8.5,0.855,80.6,4.3,0.747,4,3,0,Das,0.391,Bastar,General,YELLOW
10.6,0.319,22.9,3.8,0.301,10,3,0,Khan,0.783,Hyderabad,SC,YELLOW
2.3,0.582,67.0,8.2,0.653,9,3,0,Yadav,0.876,Mumbai Suburban,General,GREEN
4.4,0.687,76.3,5.4,0.69,6,4,0,Munda,0.921,Kalahandi,OBC,GREEN
4.7,0.696,63.3,10.0,0.731,9,1,33,Banerjee,0.513,Hyderabad,SC,GREEN
3.3,0.324,54.2,1.5,0.34,3,3,7,Verma,0.797,Bengaluru Urban,OBC,YELLOW
2.8,0.693,83.1,8.0,0.774,5,3,0,Munda,0.828,Bengaluru Urban,OBC,GREEN
1.3,0.525,24.1,6.5,0.526,4,2,0,Munda,0.702,Hyderabad,OBC,GREEN
0.3,0.804,69.4,8.5,0.806,3,3,0,Khan,0.454,Gaya,ST,GREEN
1.3,0.485,47.4,6.0,0.518,7,3,0,Khan,0.847,Bengaluru Urban,OBC,GREEN
3.2,0.203,25.9,2.0,0.262,8,4,0,Yadav,0.899,Kalahandi,SC,RED
0.6,0.438,53.2,5.1,0.563,4,4,0,Iyer,0.976,Bengaluru Urban,OBC,GREEN
4.2,0.733,64.0,6.8,0.712,7,4,0,Sharma,0.856,Gaya,SC,GREEN
3.7,0.751,96.3,5.0,0.739,6,3,0,Munda,0.657,Bengaluru Urban,General,GREEN
2.0,0.819,79.9,8.3,0.75,3,4,0,Verma,0.892,Pune,ST,GREEN
2.7,0.602,56.9,7.3,0.58,6,4,0,Khan,0.74,Pune,SC,GREEN
0.8,0.732,61.6,9.4,0.747,8,3,0,Verma,0.987,Kalahandi,General,GREEN
6.9,0.749,78.1,7.3,0.723,6,4,0,Menon,0.565,Bengaluru Urban,General,GREEN
6.8,0.506,64.6,7.8,0.635,11,3,0,Singh,0.662,Bengaluru Urban,OBC,GREEN
0.9,0.523,43.3,5.5,0.505,4,3,0,Singh,0.64,Mewat,OBC,YELLOW
1.0,0.793,94.4,10.0,0.939,5,3,24,Paswan,0.791,Mumbai Suburban,OBC,GREEN
1.3,0.934,90.4,10.0,0.942,8,2,0,Banerjee,0.518,Bastar,General,GREEN
5.6,0.515,56.1,5.7,0.573,3,4,0,Paswan,0.761,Pune,SC,GREEN
4.7,0.476,55.8,5.1,0.518,3,3,0,Singh,0.743,Bengaluru Urban,OBC,GREEN
8.1,0.256,39.7,5.4,0.299,5,3,0,Iyer,0.784,Bengaluru Urban,OBC,YELLOW
8.8,0.481,63.8,3.6,0.446,7,3,9,Yadav,0.683,Bengaluru Urban,OBC,GREEN
0.5,0.725,77.9,5.8,0.687,3,2,0,Singh,0.371,Gaya,SC,GREEN
5.4,0.906,74.6,6.3,0.7,6,2,0,Kumar,0.735,Kalahandi,General,GREEN
8.6,0.937,89.3,7.2,0.88,10,4,0,Munda,0.702,Mewat,General,GREEN
2.5,0.277,21.8,3.2,0.348,3,4,0,Gupta,0.703,Bengaluru Urban,General,YELLOW
3.4,0.63,73.5,6.0,0.716,3,3,3,Iyer,0.526,Hyderabad,OBC,GREEN
3.0,0.308,48.0,6.7,0.475,6,3,0,Gupta,0.891,Hyderabad,OBC,GREEN
3.1,0.715,73.4,7.3,0.801,3,3,0,Das,0.643,Bengaluru Urban,General,GREEN
6.9,0.203,36.1,5.0,0.362,5,3,8,Ansari,0.864,Hyderabad,ST,YELLOW
12.8,0.724,62.5,7.8,0.693,12,3,0,Yadav,0.691,Hyderabad,General,GREEN
10.2,0.897,89.9,7.7,0.825,12,3,0,Ansari,0.751,Mewat,OBC,GREEN
2.1,0.838,72.1,6.2,0.711,6,4,0,Khan,0.722,Bengaluru Urban,General,GREEN
4.4,0.875,93.2,7.2,0.823,3,3,0,Sharma,0.548,Hyderabad,OBC,GREEN
1.5,0.326,26.4,5.1,0.375,3,4,19,Deshmukh,0.905,Bengaluru Urban,OBC,RED
1.7,0.275,49.4,5.6,0.451,10,3,0,Deshmukh,0.786,Hyderabad,OBC,GREEN
3.3,0.349,34.4,2.6,0.318,8,3,0,Gupta,0.947,Kalahandi,ST,RED
1.7,0.434,47.5,6.1,0.528,5,4,0,Patil,0.702,Pune,OBC,GREEN
1.9,0.388,70.9,4.9,0.589,5,3,19,Ansari,0.525,Hyderabad,OBC,YELLOW
4.3,0.747,80.4,6.4,0.778,5,3,0,Deshmukh,0.921,Mumbai Suburban,General,GREEN
5.4,0.505,39.4,6.1,0.429,8,3,0,Ansari,0.821,Mumbai Suburban,OBC,GREEN
5.3,0.538,49.5,7.8,0.477,6,2,0,Deshmukh,0.639,Hyderabad,SC,GREEN
5.3,0.787,100.0,8.3,0.919,3,4,0,Sharma,0.698,Bengaluru Urban,General,GREEN
0.8,0.538,49.8,5.6,0.464,4,3,0,Sharma,0.406,Mumbai Suburban,SC,GREEN
1.6,0.483,48.9,4.3,0.456,3,4,0,Meena,0.391,Bengaluru Urban,OBC,YELLOW
3.6,0.51,74.4,6.9,0.589,9,4,14,Yadav,0.728,Kalahandi,OBC,RED
8.3,0.53,50.2,3.1,0.357,3,3,0,Sharma,0.363,Hyderabad,OBC,RED
18.1,0.458,57.8,6.6,0.592,5,4,26,Paswan,0.892,Hyderabad,OBC,YELLOW
4.6,0.163,29.8,0.0,0.192,7,4,0,Yadav,0.572,Gaya,OBC,RED
6.4,0.14,13.3,0.9,0.092,5,3,0,Yadav,0.282,Bengaluru Urban,OBC,RED
0.7,0.53,45.1,7.9,0.461,8,4,0,Yadav,0.731,Gaya,General,YELLOW
6.3,0.346,16.1,5.2,0.315,6,3,0,Menon,0.413,Mewat,General,RED
1.6,0.716,55.6,5.6,0.63,5,2,0,Ansari,0.818,Kalahandi,ST,GREEN
2.0,0.623,58.5,5.9,0.525,4,4,0,Ansari,0.142,Bengaluru Urban,OBC,YELLOW
7.1,0.584,54.8,4.8,0.547,3,2,0,Singh,0.802,Mumbai Suburban,General,GREEN
3.6,0.853,93.8,9.2,0.903,6,3,0,Patil,0.563,Bengaluru Urban,General,GREEN
0.2,0.441,43.6,7.3,0.565,5,2,1,Patil,0.667,Hyderabad,General,GREEN
2.1,0.803,72.9,8.3,0.793,7,4,1,Das,0.495,Mumbai Suburban,General,GREEN
10.6,0.616,75.2,5.2,0.581,3,2,2,Banerjee,0.792,Bengaluru Urban,OBC,GREEN
2.7,0.659,67.9,6.8,0.732,6,4,9,Yadav,0.713,Mumbai Suburban,OBC,GREEN
2.7,0.57,80.1,6.2,0.656,7,4,0,Gupta,0.986,Hyderabad,SC,GREEN
6.7,0.763,77.8,7.8,0.772,5,1,0,Iyer,0.74,Pune,SC,GREEN
4.7,0.367,52.2,4.4,0.396,6,4,0,Patil,0.685,Bengaluru Urban,General,GREEN
2.5,0.579,76.2,4.9,0.588,5,4,19,Iyer,0.804,Pune,General,YELLOW
1.9,0.749,95.0,10.0,0.855,6,3,0,Paswan,0.712,Mumbai Suburban,SC,GREEN
24.4,0.574,57.0,9.4,0.686,9,3,0,Sharma,0.631,Mewat,OBC,GREEN
9.3,0.528,50.1,6.5,0.645,7,3,0,Munda,0.635,Gaya,OBC,GREEN
5.3,0.771,80.1,6.4,0.669,7,2,0,Meena,0.82,Pune,ST,GREEN
5.6,0.699,72.2,6.6,0.613,6,4,0,Meena,0.73,Bengaluru Urban,General,GREEN
3.1,0.304,48.0,2.9,0.432,8,3,11,Yadav,0.667,Bengaluru Urban,SC,GREEN
4.7,0.741,89.6,4.9,0.699,3,3,0,Khan,0.463,Bastar,General,GREEN
2.8,0.608,48.9,4.1,0.469,7,3,0,Meena,0.455,Bengaluru Urban,SC,GREEN
1.4,0.659,60.2,7.2,0.712,5,1,0,Munda,0.944,Gaya,OBC,GREEN
4.8,0.62,84.0,6.4,0.67,7,1,2,Munda,0.675,Bengaluru Urban,OBC,GREEN
2.6,0.791,80.2,8.5,0.906,3,3,0,Menon,0.483,Bengaluru Urban,OBC,GREEN
5.0,0.75,85.2,4.2,0.708,3,3,0,Khan,0.455,Mewat,OBC,GREEN
5.9,0.572,73.9,5.7,0.603,8,4,17,Banerjee,0.593,Mewat,General,RED
5.3,0.866,77.2,6.2,0.861,8,3,0,Das,0.57,Hyderabad,OBC,GREEN
1.3,0.929,95.0,10.0,0.929,6,3,0,Meena,0.77,Mewat,OBC,GREEN
2.3,0.713,73.5,10.0,0.853,9,4,0,Meena,0.602,Mewat,OBC,GREEN
2.6,0.792,100.0,7.2,0.852,4,1,0,Ansari,0.884,Pune,General,GREEN
7.7,0.725,59.2,10.0,0.837,8,4,8,Munda,0.695,Bengaluru Urban,General,GREEN
7.4,0.841,62.9,9.5,0.885,3,2,0,Verma,0.881,Bastar,ST,GREEN
1.7,0.663,69.0,8.4,0.733,3,4,0,Yadav,0.56,Pune,General,GREEN
0.8,0.718,76.2,9.4,0.769,7,3,12,Menon,0.686,Bastar,General,GREEN
18.7,0.614,57.6,9.3,0.73,7,4,4,Das,0.747,Bengaluru Urban,SC,GREEN
5.1,0.881,79.9,9.0,0.826,3,4,0,Munda,0.832,Mewat,General,GREEN
0.7,0.673,82.2,9.1,0.902,7,4,8,Deshmukh,0.735,Gaya,General,GREEN
2.0,0.901,86.7,10.0,0.929,6,3,6,Sharma,0.705,Mumbai Suburban,General,GREEN
8.0,0.328,27.4,2.2,0.256,7,4,0,Banerjee,0.684,Gaya,SC,RED
15.6,0.72,82.0,7.4,0.769,14,4,0,Patil,0.844,Kalahandi,General,GREEN
13.7,0.75,88.4,8.9,0.774,11,4,1,Banerjee,0.652,Pune,OBC,GREEN
4.9,0.443,44.6,3.6,0.368,8,3,0,Meena,0.817,Pune,SC,GREEN
3.5,0.457,36.0,3.7,0.456,5,3,0,Menon,0.79,Mumbai Suburban,ST,GREEN
1.1,0.484,57.2,8.4,0.599,3,3,0,Ansari,0.82,Kalahandi,ST,YELLOW
3.8,0.502,40.8,3.8,0.378,4,2,0,Munda,0.726,Pune,SC,GREEN
1.3,0.647,77.6,6.4,0.714,4,4,0,Meena,0.666,Gaya,OBC,GREEN
2.3,0.931,92.3,9.6,0.997,4,2,0,Das,0.834,Kalahandi,SC,GREEN
7.1,0.706,73.7,8.2,0.79,8,4,0,Munda,0.837,Hyderabad,General,GREEN
2.8,0.609,65.3,5.3,0.647,4,2,0,Sharma,0.897,Bengaluru Urban,OBC,GREEN
2.6,0.763,56.8,7.3,0.649,8,2,0,Kumar,0.76,Bengaluru Urban,OBC,GREEN
3.3,0.645,79.3,5.4,0.588,7,4,3,Kumar,0.654,Gaya,ST,YELLOW
20.7,0.837,81.6,6.5,0.843,15,3,0,Das,0.389,Kalahandi,General,YELLOW
1.0,0.537,50.3,6.4,0.544,4,1,0,Menon,0.66,Kalahandi,General,GREEN
4.5,0.522,51.5,5.6,0.52,3,3,0,Paswan,0.229,Pune,SC,YELLOW
12.9,0.502,53.4,7.0,0.645,5,3,0,Kumar,0.616,Mumbai Suburban,OBC,GREEN
3.3,0.511,72.1,5.6,0.625,3,4,0,Sharma,0.787,Bengaluru Urban,OBC,GREEN
9.2,0.475,49.8,3.5,0.464,10,4,0,Deshmukh,0.402,Mumbai Suburban,OBC,GREEN
0.7,0.746,83.4,6.8,0.862,6,4,7,Iyer,0.682,Mumbai Suburban,General,GREEN
2.9,0.791,91.0,7.9,0.798,5,4,1,Yadav,0.788,Hyderabad,OBC,GREEN
1.5,0.557,63.8,6.3,0.655,4,4,6,Meena,0.746,Mumbai Suburban,OBC,GREEN
3.3,0.531,68.6,5.4,0.589,4,2,0,Singh,0.339,Mumbai Suburban,SC,GREEN
3.4,0.826,67.4,5.9,0.71,4,4,0,Kumar,0.637,Mumbai Suburban,SC,GREEN
3.7,0.67,57.4,6.2,0.698,3,2,0,Yadav,0.895,Bastar,OBC,GREEN
7.0,0.495,35.3,1.6,0.361,7,2,1,Gupta,0.765,Pune,General,GREEN
0.1,0.751,87.4,5.6,0.755,4,3,0,Sharma,0.667,Gaya,OBC,GREEN
1.9,0.673,54.4,8.7,0.749,3,2,0,Ansari,0.904,Pune,OBC,GREEN
4.2,0.45,43.3,2.5,0.359,3,1,0,Munda,0.817,Gaya,OBC,YELLOW
0.3,0.633,55.3,7.0,0.587,3,3,2,Ansari,0.843,Pune,OBC,GREEN
5.9,0.504,45.4,7.1,0.504,5,4,0,Munda,0.739,Kalahandi,General,YELLOW
1.8,0.853,75.3,8.3,0.714,3,3,0,Iyer,0.692,Kalahandi,OBC,GREEN
2.9,0.494,57.3,2.9,0.555,8,3,13,Banerjee,0.427,Gaya,SC,RED
7.3,0.78,100.0,8.5,0.822,5,4,0,Verma,0.931,Hyderabad,OBC,GREEN
9.5,0.69,54.7,8.2,0.675,8,3,0,Iyer,0.372,Bastar,OBC,YELLOW
6.1,0.714,65.0,9.1,0.744,6,4,0,Meena,0.59,Bengaluru Urban,OBC,GREEN
1.0,0.961,100.0,9.2,0.976,6,2,0,Munda,0.647,Mumbai Suburban,ST,GREEN
5.8,0.623,65.8,5.9,0.664,7,3,0,Kumar,0.703,Pune,OBC,GREEN
6.1,0.538,46.1,7.6,0.629,6,4,3,Khan,0.953,Bengaluru Urban,OBC,GREEN
5.2,0.831,73.4,6.1,0.696,8,1,0,Khan,0.512,Kalahandi,General,GREEN
10.7,0.674,65.2,7.9,0.697,9,4,29,Khan,0.419,Mumbai Suburban,SC,GREEN
3.8,0.712,79.3,7.6,0.769,3,3,10,Gupta,0.81,Bengaluru Urban,OBC,GREEN
10.3,0.799,70.2,4.8,0.648,8,4,0,Sharma,0.252,Mewat,OBC,YELLOW
10.3,0.707,78.8,4.9,0.742,4,4,0,Munda,0.902,Bengaluru Urban,OBC,GREEN
6.3,0.264,40.8,6.4,0.462,7,4,36,Patil,0.928,Gaya,OBC,RED
4.6,0.904,63.9,8.7,0.841,6,2,0,Deshmukh,0.774,Bengaluru Urban,General,GREEN
5.2,0.796,85.7,7.1,0.821,7,4,0,Menon,0.664,Mumbai Suburban,General,GREEN
12.4,0.693,59.3,8.2,0.761,7,4,16,Khan,0.832,Mumbai Suburban,General,GREEN
8.2,0.588,63.9,4.0,0.551,9,4,0,Gupta,0.494,Pune,General,GREEN
1.1,0.746,90.6,6.7,0.709,5,1,0,Khan,0.852,Mumbai Suburban,OBC,GREEN
5.0,0.488,40.3,4.1,0.454,4,2,0,Patil,0.639,Gaya,ST,GREEN
1.4,0.227,25.2,2.8,0.22,6,4,0,Das,0.934,Bastar,OBC,RED
1.8,0.783,85.6,9.0,0.82,8,1,0,Deshmukh,0.598,Hyderabad,General,GREEN
2.4,0.575,65.3,3.5,0.555,5,1,0,Sharma,0.912,Pune,ST,GREEN
0.6,0.666,79.9,9.2,0.857,3,3,0,Iyer,0.709,Bengaluru Urban,OBC,GREEN
1.3,0.188,23.1,1.0,0.174,3,3,0,Verma,0.68,Bastar,General,RED
11.1,0.449,42.4,3.9,0.436,4,4,0,Kumar,0.471,Mumbai Suburban,OBC,GREEN
1.8,0.574,63.9,5.7,0.679,8,1,0,Menon,0.913,Mumbai Suburban,SC,GREEN
7.1,0.713,94.2,7.2,0.804,7,3,36,Verma,0.822,Gaya,OBC,YELLOW
4.1,0.659,75.8,7.3,0.846,6,3,0,Yadav,0.495,Mumbai Suburban,OBC,GREEN
5.6,0.418,43.7,3.5,0.43,3,4,0,Meena,0.77,Gaya,General,YELLOW
5.8,0.61,44.2,8.7,0.553,9,3,0,Munda,0.855,Gaya,ST,YELLOW
1.2,0.563,50.7,7.1,0.631,4,3,0,Patil,0.573,Bengaluru Urban,OBC,GREEN
7.0,0.372,35.0,3.1,0.363,9,4,0,Verma,0.762,Mumbai Suburban,General,YELLOW
0.8,0.74,68.0,6.1,0.741,9,4,0,Verma,0.558,Hyderabad,SC,GREEN
1.7,0.638,57.2,8.0,0.704,5,2,0,Menon,0.945,Mewat,OBC,GREEN
5.7,0.196,15.3,0.7,0.133,6,4,0,Yadav,0.614,Mumbai Suburban,General,RED
1.1,0.835,92.1,8.6,0.811,6,4,0,Sharma,0.72,Kalahandi,General,GREEN
0.2,0.498,45.8,5.0,0.475,4,3,1,Das,0.48,Kalahandi,General,YELLOW
4.8,0.712,65.0,8.3,0.688,9,4,0,Ansari,0.588,Mumbai Suburban,General,GREEN
0.5,0.736,59.3,5.6,0.601,6,1,0,Menon,0.416,Mewat,OBC,GREEN
6.2,0.49,54.7,4.3,0.518,4,4,0,Banerjee,0.837,Bengaluru Urban,OBC,GREEN
2.6,0.763,78.4,9.2,0.906,6,3,6,Banerjee,0.759,Mumbai Suburban,General,GREEN
4.7,0.748,80.2,5.2,0.71,12,3,0,Kumar,0.792,Hyderabad,General,GREEN
4.6,0.469,44.4,3.6,0.365,3,1,5,Singh,0.304,Bengaluru Urban,OBC,YELLOW
6.6,0.536,70.8,3.9,0.567,5,4,5,Khan,0.836,Kalahandi,ST,YELLOW
5.9,0.728,86.3,6.5,0.807,5,3,0,Meena,0.83,Bengaluru Urban,General,GREEN
1.1,0.647,56.1,7.5,0.622,9,4,6,Kumar,0.815,Mewat,General,GREEN
2.8,0.539,34.4,4.8,0.448,3,3,0,Khan,0.598,Mewat,OBC,YELLOW
4.7,0.403,36.7,6.3,0.467,3,4,0,Khan,0.651,Gaya,SC,YELLOW
10.5,0.319,15.5,4.2,0.259,9,2,0,Munda,0.628,Bastar,General,YELLOW
5.9,0.609,51.6,5.8,0.601,3,2,14,Paswan,0.669,Hyderabad,General,GREEN
9.8,0.497,56.1,5.1,0.517,7,4,0,Gupta,0.582,Gaya,OBC,YELLOW
4.9,0.398,39.7,2.8,0.379,3,3,0,Menon,0.656,Kalahandi,OBC,RED
8.4,0.639,75.1,7.6,0.672,4,4,0,Das,0.854,Gaya,General,GREEN
4.4,0.68,62.2,9.2,0.719,5,2,0,Gupta,0.906,Gaya,OBC,GREEN
8.1,0.649,67.7,5.2,0.651,10,4,4,Sharma,0.724,Mumbai Suburban,OBC,GREEN
2.5,0.488,36.1,5.7,0.454,8,3,0,Yadav,0.928,Kalahandi,OBC,YELLOW
11.4,0.69,67.7,7.9,0.805,4,4,0,Yadav,0.868,Bengaluru Urban,OBC,GREEN
5.4,0.5,37.0,3.6,0.39,6,3,0,Gupta,0.876,Bengaluru Urban,ST,GREEN
0.6,0.936,100.0,7.9,0.92,4,1,0,Menon,0.608,Hyderabad,OBC,GREEN
4.8,0.583,50.2,3.6,0.528,10,3,0,Kumar,0.671,Pune,OBC,GREEN
5.9,0.611,68.3,7.4,0.607,3,4,0,Gupta,0.899,Mumbai Suburban,OBC,GREEN
7.2,0.564,54.0,5.1,0.45,4,2,0,Patil,0.735,Bengaluru Urban,SC,GREEN
14.4,0.873,91.2,7.6,0.772,10,1,3,Menon,0.649,Pune,OBC,GREEN
2.1,0.618,62.2,9.8,0.803,3,4,0,Iyer,0.6,Gaya,OBC,GREEN
14.5,0.766,71.3,4.8,0.625,8,4,7,Menon,0.48,Kalahandi,OBC,GREEN
3.5,0.81,77.7,10.0,0.99,5,2,0,Gupta,0.549,Pune,OBC,GREEN
1.6,0.836,100.0,5.6,0.77,7,4,3,Kumar,0.859,Bengaluru Urban,ST,GREEN
